0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.03703643481037958,0.8704245226760255,-0.06849028977925634,1.3745879341641127,-0.561723626302651
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0239122678337456,-0.793281535310672,0.37160687791616676,-0.5756940546666,1.1513064615770554
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.956525310435288,-1.3589415950261492,0.6804469955971654,-1.5374769532680472,0.9144309910435389
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.39068600235842127,0.6042315533981539,0.8657510662057646,0.6532507602130272,-0.1956551737340706
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5897515759106122,0.07184561484241071,-0.17658433096760587,-1.671057911407137,-0.6932266498266448
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5995327867760954,-0.2608955967549288,-0.5317504663007543,0.7601155267242992,-1.5879720974141869
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.2361020083625704,-0.12779911211599299,-1.6899009076044993,1.6951822336979285,1.437143570978108
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8150654834160713,-1.2591192315469475,1.3212902397852375,-1.4306121867567754,-0.3040156185056766
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5190216624010038,-0.22762147559519486,1.0819391485824637,-1.1901664621064134,1.2420194303756438
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.5223646185121547,-0.2941697179146628,-1.079941675184527,1.053993634630297,-0.8266902389566706
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.956525310435288,-1.2591192315469475,-1.5586438575900747,1.3745879341641127,-1.5403193714756336
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8117225273049204,0.07184561484241071,-1.4119448016916005,0.893696484863389,-1.5504444459895348
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4482917488913956,0.6707797957176219,-1.1262676928366768,1.6684660420701105,1.5914221852909782
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8117225273049204,0.537683311078686,0.05504575729314313,0.973845059746843,-1.2173238816246554
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.4516347050025464,-1.4587639585053511,-1.311571763445276,-1.2703150369898675,0.5398524630612602
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0979851374545047,-1.0262003834288098,0.07820876611921802,1.2677231676528407,0.40179994471199854
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5223646185121547,-1.0927486257482777,-1.0027316457642772,-0.8428559709447797,0.8382391746863695
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5190216624010038,-1.425489837345617,-0.9564056281121275,-1.4038959951289574,1.0445119868500428
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3166131327376621,0.20494209948134653,-1.1725937104888264,0.27922407742357547,-1.0812566745446164
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0946421813433538,0.4378609475994842,0.09365077200326796,-1.2703150369898675,0.7634761946376799
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03369347869922876,-1.0262003834288098,-0.3078413809820303,-1.1634502704785954,-0.0565456155774096
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17515330571844542,-1.1592968680677456,-0.8637535928078278,1.2142907843972048,1.3012602194454972
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.593094532021763,0.4711350687592182,-0.5163084604167044,-1.7244902946627731,0.838285743922019
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5288028732664871,-0.3939920813938646,-1.1957567193149015,-0.44211309652751,1.5171837859075201
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.6028757428872463,0.27149034180081444,-1.535480848764,-0.7092750128056898,-0.26236761415878745
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24588321922805376,-1.5918604431442869,-0.7247755398513784,-1.5374769532680472,-0.7259842647598816
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8824524408145288,-0.9263780199496079,1.6378513604082612,0.7601155267242992,0.18519357918460672
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9531823543241371,1.0035210073149614,1.3907792662634624,1.4013041257919308,0.09543330445367498
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.7409926137953121,-0.9263780199496079,1.6301303574662362,-0.06808641373805827,-0.7685512747751165
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5897515759106122,-0.2608955967549288,-0.7016125310253035,0.947128868119025,-0.1909727505870928
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.2361020083625704,0.3713127052800163,-0.3155623839240553,-0.22838356350496616,1.2516271927490976
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03369347869922876,0.10511973600214468,0.5955159632348908,-1.5641931448958653,0.924131181341022
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24588321922805376,0.40458682643975025,-0.6398445074891038,-1.6977741030349551,-0.3837602500412651
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5190216624010038,0.7373280380370898,1.5838043398140864,1.107426017885933,1.1113385210941316
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6702627002857038,0.6375056745578879,-0.9795686369382024,0.7601155267242992,-1.214944223204295
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.39068600235842127,0.7040539168773559,0.6650049897131155,-0.8962883542004156,-0.2400447799060403
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7409926137953121,-1.2258451103872134,-0.4854244486486045,1.1341422095137508,1.0414485656177124
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5190216624010038,-1.4920380796650852,0.7113310073652652,-0.041370222110240294,-1.1745553366858745
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.31995608884881294,1.6357293093499066,1.2595222162490378,-1.0031531207116875,1.6393664233603666
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.10442339220883709,1.336262218912301,-1.041336660474402,0.19907550254012155,-0.23213838854056126
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5288028732664871,1.1366174919538972,0.2480708308437673,1.3745879341641127,-0.7805829171675303
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4580729597568788,-0.19434735443546092,-1.0258946545903522,0.43952122719048337,0.3579781875991186
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9531823543241371,-0.5936368083522684,0.5183059338146411,1.5883174671866565,0.587917341269333
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.24588321922805376,1.1366174919538972,1.5297573192199116,-1.4306121867567754,0.14006720670099707
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.31995608884881294,0.3713127052800163,0.9661241044520892,-1.751206486290591,-0.7639522244700724
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.731211402929829,-1.2923933527066813,-1.5663648605321,-0.44211309652751,1.2584374086629722
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5995327867760954,0.33803858412028237,0.25579183378579223,-0.9230045458282337,-0.4734371933793535
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.39068600235842127,1.4693587035512368,-1.280687751677176,0.27922407742357547,-0.19323523510515078
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.593094532021763,0.23821622064108047,-0.5240294633587294,-0.468829288155328,-0.34384875718520247
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.38734304624727045,-0.9596521411093418,1.1745911838867633,0.9204126764912071,0.11545234234331045
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.31995608884881294,-1.5918604431442869,-0.3927724133443049,-0.5222616714109639,-0.8682903470478175
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6028757428872463,-1.1592968680677456,-0.3001203780400053,1.080709826258115,0.5596055334501799
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.38734304624727045,0.6042315533981539,1.6301303574662362,0.8402641016077531,-1.6676220856733184
1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2361020083625704,0.4711350687592182,0.35616487203211683,0.1189269276566676,1.7376449359983654
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7409926137953121,0.8371504015162916,-1.2498037399090762,1.4280203174197486,-0.5308740428360327
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9531823543241371,-0.4272662025535986,-1.5509228546480498,0.6265345685852092,-1.6040627437070318
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4580729597568788,1.4693587035512368,0.41793289556831653,-0.9497207374560517,-1.6319574658278988
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0946421813433538,1.6690034305096404,1.5220363162778867,1.6951822336979285,-0.12070690206443715
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.532145829377638,-1.558586321984553,0.4024908896842666,-1.0298693123395055,-1.2904297541198222
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.1687150509641129,1.7688257939888423,-0.5703554810108792,0.2525078857957575,0.28811160883085635
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5190216624010038,-0.7267332929912041,0.20946581613364246,-0.1749511802493302,1.0986830175107156
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6702627002857038,-0.19434735443546092,-1.6126908781842495,0.3860888439348474,-0.6107137919750057
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.6638244455313713,-0.3939920813938646,0.4024908896842666,0.33265646067921145,-1.535065681162761
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.5223646185121547,0.537683311078686,-1.6667378987784243,0.2525078857957575,0.18189081309083965
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.3101748779833298,1.336262218912301,0.325280860264017,1.2677231676528407,0.3171096366261813
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9531823543241371,0.10511973600214468,-0.5163084604167044,0.9204126764912071,1.0289923442010998
